species_clean,metric,n,r,p_value,transform,species_original,norm_name,class,family_lc,genus_lc,genus_from_name_lc,species_label,Effect,p_BH
Athanas_djiboutensis,carb_mg_cm2,44,-0.11411629197507381,0.4607668067075641,raw,Athanas djiboutensis,athanas djiboutensis,Malacostraca,NA,NA,athanas,italic(Athanas djiboutensis),Negative,0.8897294631367394
Athanas_djiboutensis,growth_vol_b,44,-0.037903603018621806,0.8070188597032422,raw,Athanas djiboutensis,athanas djiboutensis,Malacostraca,NA,NA,athanas,italic(Athanas djiboutensis),Negative,0.9606558745629223
Athanas_djiboutensis,protein_mg_cm2,44,0.047925278291208476,0.757377763808212,raw,Athanas djiboutensis,athanas djiboutensis,Malacostraca,NA,NA,athanas,italic(Athanas djiboutensis),Positive,0.946722204760265
Athanas_djiboutensis,zoox_cells_cm2,44,0.023559203871513057,0.8793477039189073,raw,Athanas djiboutensis,athanas djiboutensis,Malacostraca,NA,NA,athanas,italic(Athanas djiboutensis),Positive,0.9768909486244352
Calcinus_latens,afdw_mg_cm2,44,0.15885029702330294,0.3030488477309606,raw,Calcinus latens,calcinus latens,Malacostraca,NA,NA,calcinus,italic(Calcinus latens),Positive,0.8020910702812067
Calcinus_latens,carb_mg_cm2,44,0.14895850993416043,0.33452881449411964,raw,Calcinus latens,calcinus latens,Malacostraca,NA,NA,calcinus,italic(Calcinus latens),Positive,0.8020910702812067
Calcinus_latens,growth_vol_b,44,-0.16733131749475896,0.27762336230703105,raw,Calcinus latens,calcinus latens,Malacostraca,NA,NA,calcinus,italic(Calcinus latens),Negative,0.8020910702812067
Calcinus_latens,protein_mg_cm2,44,0.08994338455999781,0.5614964787491428,raw,Calcinus latens,calcinus latens,Malacostraca,NA,NA,calcinus,italic(Calcinus latens),Positive,0.8897294631367394
Calcinus_latens,zoox_cells_cm2,44,0.21788832399065547,0.15536449470160552,raw,Calcinus latens,calcinus latens,Malacostraca,NA,NA,calcinus,italic(Calcinus latens),Positive,0.764026758442577
Caracanthus_maculatus,afdw_mg_cm2,44,0.40147014712248646,0.006911851219826894,raw,Caracanthus maculatus,caracanthus maculatus,Actinopterygii,NA,NA,caracanthus,italic(Caracanthus maculatus),Positive,0.43775057725570327
Caracanthus_maculatus,carb_mg_cm2,44,0.35424998533246865,0.018311536767706804,raw,Caracanthus maculatus,caracanthus maculatus,Actinopterygii,NA,NA,caracanthus,italic(Caracanthus maculatus),Positive,0.6605704082354257
Caracanthus_maculatus,growth_vol_b,44,0.24496980176121863,0.109002397777676,raw,Caracanthus maculatus,caracanthus maculatus,Actinopterygii,NA,NA,caracanthus,italic(Caracanthus maculatus),Positive,0.764026758442577
Caracanthus_maculatus,protein_mg_cm2,44,0.49897146910649715,5.654941820241598e-4,raw,Caracanthus maculatus,caracanthus maculatus,Actinopterygii,NA,NA,caracanthus,italic(Caracanthus maculatus),Positive,0.10744389458459036
Caracanthus_maculatus,zoox_cells_cm2,44,0.23452966090703992,0.12543130069106856,raw,Caracanthus maculatus,caracanthus maculatus,Actinopterygii,NA,NA,caracanthus,italic(Caracanthus maculatus),Positive,0.764026758442577
Carinomitra_typha,afdw_mg_cm2,44,-0.08319430134283602,0.5913408434062222,raw,Carinomitra typha,carinomitra typha,Gastropoda,NA,NA,carinomitra,italic(Carinomitra typha),Negative,0.8897294631367394
Carinomitra_typha,carb_mg_cm2,44,-0.1480496669878297,0.33751950085149474,raw,Carinomitra typha,carinomitra typha,Gastropoda,NA,NA,carinomitra,italic(Carinomitra typha),Negative,0.8020910702812067
Carinomitra_typha,growth_vol_b,44,-0.006224906247021449,0.968011012176857,raw,Carinomitra typha,carinomitra typha,Gastropoda,NA,NA,carinomitra,italic(Carinomitra typha),Negative,0.9805893799645959
Carinomitra_typha,protein_mg_cm2,44,-0.08127860849105259,0.5999381615448743,raw,Carinomitra typha,carinomitra typha,Gastropoda,NA,NA,carinomitra,italic(Carinomitra typha),Negative,0.8897294631367394
Carinomitra_typha,zoox_cells_cm2,44,0.04157798320566367,0.7887199160371798,raw,Carinomitra typha,carinomitra typha,Gastropoda,NA,NA,carinomitra,italic(Carinomitra typha),Positive,0.9484606585257226
Cellana_taitensis,afdw_mg_cm2,44,0.08791693697437092,0.5703833130399765,raw,Cellana taitensis,cellana taitensis,Gastropoda,NA,NA,cellana,italic(Cellana taitensis),Positive,0.8897294631367394
Cellana_taitensis,carb_mg_cm2,44,-0.07625222953838921,0.6227503011810576,raw,Cellana taitensis,cellana taitensis,Gastropoda,NA,NA,cellana,italic(Cellana taitensis),Negative,0.8935646459240517
Cellana_taitensis,growth_vol_b,44,-0.013919036078697673,0.9285457033303794,raw,Cellana taitensis,cellana taitensis,Gastropoda,NA,NA,cellana,italic(Cellana taitensis),Negative,0.9788438109037493
Cellana_taitensis,protein_mg_cm2,44,-0.17344431709920669,0.2601918007103748,raw,Cellana taitensis,cellana taitensis,Gastropoda,NA,NA,cellana,italic(Cellana taitensis),Negative,0.7973619699188904
Cellana_taitensis,zoox_cells_cm2,44,0.029975859074720536,0.8468364379939451,raw,Cellana taitensis,cellana taitensis,Gastropoda,NA,NA,cellana,italic(Cellana taitensis),Positive,0.9692706218002987
Cerithium_zebrum,afdw_mg_cm2,44,0.1165677715071331,0.451126846585887,raw,Cerithium zebrum,cerithium zebrum,Gastropoda,NA,NA,cerithium,italic(Cerithium zebrum),Positive,0.8897294631367394
Cerithium_zebrum,carb_mg_cm2,44,-0.19337227478443902,0.20851091639355465,raw,Cerithium zebrum,cerithium zebrum,Gastropoda,NA,NA,cerithium,italic(Cerithium zebrum),Negative,0.7674695299352391
Cerithium_zebrum,growth_vol_b,44,-0.03650141580608281,0.8140294516033184,raw,Cerithium zebrum,cerithium zebrum,Gastropoda,NA,NA,cerithium,italic(Cerithium zebrum),Negative,0.9606558745629223
Cerithium_zebrum,protein_mg_cm2,44,-0.11103300394291576,0.47304714166055983,raw,Cerithium zebrum,cerithium zebrum,Gastropoda,NA,NA,cerithium,italic(Cerithium zebrum),Negative,0.8897294631367394
Cerithium_zebrum,zoox_cells_cm2,44,-0.03691099034332475,0.8119801687112185,raw,Cerithium zebrum,cerithium zebrum,Gastropoda,NA,NA,cerithium,italic(Cerithium zebrum),Negative,0.9606558745629223
Chlorodiella_barbata,afdw_mg_cm2,44,0.009080702405299658,0.9533490372802945,raw,Chlorodiella barbata,chlorodiella barbata,Malacostraca,NA,NA,chlorodiella,italic(Chlorodiella barbata),Positive,0.9805893799645959
Chlorodiella_barbata,carb_mg_cm2,44,-0.01853505511283123,0.9049439243313053,raw,Chlorodiella barbata,chlorodiella barbata,Malacostraca,NA,NA,chlorodiella,italic(Chlorodiella barbata),Negative,0.9769281001303864
Chlorodiella_barbata,growth_vol_b,44,0.03009194269736765,0.846250418188607,raw,Chlorodiella barbata,chlorodiella barbata,Malacostraca,NA,NA,chlorodiella,italic(Chlorodiella barbata),Positive,0.9692706218002987
Chlorodiella_barbata,protein_mg_cm2,44,-0.06240089241609098,0.687391755414331,raw,Chlorodiella barbata,chlorodiella barbata,Malacostraca,NA,NA,chlorodiella,italic(Chlorodiella barbata),Negative,0.9053807017178195
Chlorodiella_barbata,zoox_cells_cm2,44,0.06296887967548327,0.6846932658883924,raw,Chlorodiella barbata,chlorodiella barbata,Malacostraca,NA,NA,chlorodiella,italic(Chlorodiella barbata),Positive,0.9053807017178195
Coralliogalathea_humilis,afdw_mg_cm2,44,-0.07932479132857768,0.6087622642514533,raw,Coralliogalathea humilis,coralliogalathea humilis,Malacostraca,NA,NA,coralliogalathea,italic(Coralliogalathea humilis),Negative,0.8897294631367394
Coralliogalathea_humilis,carb_mg_cm2,44,-0.18357938609164434,0.23293148041930364,raw,Coralliogalathea humilis,coralliogalathea humilis,Malacostraca,NA,NA,coralliogalathea,italic(Coralliogalathea humilis),Negative,0.7674695299352391
Coralliogalathea_humilis,growth_vol_b,44,0.06892894587488034,0.6566163218749843,raw,Coralliogalathea humilis,coralliogalathea humilis,Malacostraca,NA,NA,coralliogalathea,italic(Coralliogalathea humilis),Positive,0.9002668247807769
Coralliogalathea_humilis,protein_mg_cm2,44,-0.1662034142000032,0.2809214538362721,raw,Coralliogalathea humilis,coralliogalathea humilis,Malacostraca,NA,NA,coralliogalathea,italic(Coralliogalathea humilis),Negative,0.8020910702812067
Coralliogalathea_humilis,zoox_cells_cm2,44,-0.034028273548841276,0.8264292939797385,raw,Coralliogalathea humilis,coralliogalathea humilis,Malacostraca,NA,NA,coralliogalathea,italic(Coralliogalathea humilis),Negative,0.969268925037965
Dascyllus_aruanus,afdw_mg_cm2,44,0.13578490315012645,0.37948483938723165,raw,Dascyllus aruanus,dascyllus aruanus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus aruanus),Positive,0.8193422668587956
Dascyllus_aruanus,carb_mg_cm2,44,0.22971741886557367,0.1336020169784272,raw,Dascyllus aruanus,dascyllus aruanus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus aruanus),Positive,0.764026758442577
Dascyllus_aruanus,growth_vol_b,44,0.464818962771574,0.001478620874451249,raw,Dascyllus aruanus,dascyllus aruanus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus aruanus),Positive,0.14046898307286865
Dascyllus_aruanus,protein_mg_cm2,44,0.28663935178736427,0.059239602006087085,raw,Dascyllus aruanus,dascyllus aruanus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus aruanus),Positive,0.6605704082354257
Dascyllus_aruanus,zoox_cells_cm2,44,0.007091698392429887,0.96355948315762,raw,Dascyllus aruanus,dascyllus aruanus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus aruanus),Positive,0.9805893799645959
Dascyllus_flavicaudus,afdw_mg_cm2,44,0.164531559507897,0.28585708224342565,raw,Dascyllus flavicaudus,dascyllus flavicaudus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus flavicaudus),Positive,0.8020910702812067
Dascyllus_flavicaudus,carb_mg_cm2,44,0.08153393850956168,0.5987891380698264,raw,Dascyllus flavicaudus,dascyllus flavicaudus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus flavicaudus),Positive,0.8897294631367394
Dascyllus_flavicaudus,growth_vol_b,44,0.18305957134584647,0.23428017229602036,raw,Dascyllus flavicaudus,dascyllus flavicaudus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus flavicaudus),Positive,0.7674695299352391
Dascyllus_flavicaudus,protein_mg_cm2,44,0.2121006758378948,0.1669108152040785,raw,Dascyllus flavicaudus,dascyllus flavicaudus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus flavicaudus),Positive,0.764026758442577
Dascyllus_flavicaudus,zoox_cells_cm2,44,3.3517013386773046e-4,0.9982771603740266,raw,Dascyllus flavicaudus,dascyllus flavicaudus,Actinopterygii,NA,NA,dascyllus,italic(Dascyllus flavicaudus),Positive,0.9982771603740266
Diala_albugo,afdw_mg_cm2,44,0.10953319143767316,0.4790828375340136,raw,Diala albugo,diala albugo,Gastropoda,NA,NA,diala,italic(Diala albugo),Positive,0.8897294631367394
Diala_albugo,carb_mg_cm2,44,-0.19168086869548673,0.21259556630369525,raw,Diala albugo,diala albugo,Gastropoda,NA,NA,diala,italic(Diala albugo),Negative,0.7674695299352391
Diala_albugo,growth_vol_b,44,-0.2009674038982219,0.19084536147019637,raw,Diala albugo,diala albugo,Gastropoda,NA,NA,diala,italic(Diala albugo),Negative,0.7674695299352391
Diala_albugo,protein_mg_cm2,44,-0.24995128823823137,0.10176655746133778,raw,Diala albugo,diala albugo,Gastropoda,NA,NA,diala,italic(Diala albugo),Negative,0.764026758442577
Diala_albugo,zoox_cells_cm2,44,0.07996875509329991,0.6058477534138833,raw,Diala albugo,diala albugo,Gastropoda,NA,NA,diala,italic(Diala albugo),Positive,0.8897294631367394
Diala_semistriata,afdw_mg_cm2,44,-0.06593183879489391,0.6706798136135119,raw,Diala semistriata,diala semistriata,Gastropoda,NA,NA,diala,italic(Diala semistriata),Negative,0.9037529403302642
Diala_semistriata,carb_mg_cm2,44,-0.15608282439438786,0.3116582896368171,raw,Diala semistriata,diala semistriata,Gastropoda,NA,NA,diala,italic(Diala semistriata),Negative,0.8020910702812067
Diala_semistriata,growth_vol_b,44,0.02482245255540921,0.8729299486522191,raw,Diala semistriata,diala semistriata,Gastropoda,NA,NA,diala,italic(Diala semistriata),Positive,0.9768909486244352
Diala_semistriata,protein_mg_cm2,44,-0.1769181607940814,0.2506185468857983,raw,Diala semistriata,diala semistriata,Gastropoda,NA,NA,diala,italic(Diala semistriata),Negative,0.7877518325587761
Diala_semistriata,zoox_cells_cm2,44,0.0048631289720188625,0.9750064939853618,raw,Diala semistriata,diala semistriata,Gastropoda,NA,NA,diala,italic(Diala semistriata),Positive,0.9805893799645959
Fennera_chacei,afdw_mg_cm2,44,0.22262866386388339,0.14635178860442105,raw,Fennera chacei,fennera chacei,Malacostraca,NA,NA,fennera,italic(Fennera chacei),Positive,0.764026758442577
Fennera_chacei,carb_mg_cm2,44,0.3347907257791374,0.02632677641863177,raw,Fennera chacei,fennera chacei,Malacostraca,NA,NA,fennera,italic(Fennera chacei),Positive,0.6605704082354257
Fennera_chacei,growth_vol_b,44,0.16053876613359708,0.29787171911412896,raw,Fennera chacei,fennera chacei,Malacostraca,NA,NA,fennera,italic(Fennera chacei),Positive,0.8020910702812067
Fennera_chacei,protein_mg_cm2,44,0.3620728443024214,0.015728546111250477,raw,Fennera chacei,fennera chacei,Malacostraca,NA,NA,fennera,italic(Fennera chacei),Positive,0.6605704082354257
Fennera_chacei,zoox_cells_cm2,44,0.15616624217273767,0.3113965327902856,raw,Fennera chacei,fennera chacei,Malacostraca,NA,NA,fennera,italic(Fennera chacei),Positive,0.8020910702812067
Galathea_mauritiana,afdw_mg_cm2,44,-0.06850123943120369,0.6586162560238316,raw,Galathea mauritiana,galathea mauritiana,Malacostraca,NA,NA,galathea,italic(Galathea mauritiana),Negative,0.9002668247807769
Galathea_mauritiana,carb_mg_cm2,44,-0.0418291286292844,0.7874731482973106,raw,Galathea mauritiana,galathea mauritiana,Malacostraca,NA,NA,galathea,italic(Galathea mauritiana),Negative,0.9484606585257226
Galathea_mauritiana,growth_vol_b,44,-0.013009551218167903,0.9332037084397105,raw,Galathea mauritiana,galathea mauritiana,Malacostraca,NA,NA,galathea,italic(Galathea mauritiana),Negative,0.9788438109037493
Galathea_mauritiana,protein_mg_cm2,44,0.01586973453739339,0.9185631840286397,raw,Galathea mauritiana,galathea mauritiana,Malacostraca,NA,NA,galathea,italic(Galathea mauritiana),Positive,0.9788438109037493
Galathea_mauritiana,zoox_cells_cm2,44,-0.11013804519568128,0.47664386149884874,raw,Galathea mauritiana,galathea mauritiana,Malacostraca,NA,NA,galathea,italic(Galathea mauritiana),Negative,0.8897294631367394
Galeropsis_monodonta,afdw_mg_cm2,44,0.007002645745076649,0.9640167769632983,raw,Galeropsis monodonta,galeropsis monodonta,Gastropoda,NA,NA,galeropsis,italic(Galeropsis monodonta),Positive,0.9805893799645959
Galeropsis_monodonta,carb_mg_cm2,44,-0.1881822767729806,0.22122040349205724,raw,Galeropsis monodonta,galeropsis monodonta,Gastropoda,NA,NA,galeropsis,italic(Galeropsis monodonta),Negative,0.7674695299352391
Galeropsis_monodonta,growth_vol_b,44,-0.07133006676486978,0.6454331087071139,raw,Galeropsis monodonta,galeropsis monodonta,Gastropoda,NA,NA,galeropsis,italic(Galeropsis monodonta),Negative,0.8951262091558514
Galeropsis_monodonta,protein_mg_cm2,44,-0.20882471642616998,0.1737154660865542,raw,Galeropsis monodonta,galeropsis monodonta,Gastropoda,NA,NA,galeropsis,italic(Galeropsis monodonta),Negative,0.764026758442577
Galeropsis_monodonta,zoox_cells_cm2,44,0.2724842175557817,0.07354181341035561,raw,Galeropsis monodonta,galeropsis monodonta,Gastropoda,NA,NA,galeropsis,italic(Galeropsis monodonta),Positive,0.735418134103556
Halichoeres_trimaculatus,afdw_mg_cm2,44,0.08460330995859859,0.5850525007657696,raw,Halichoeres trimaculatus,halichoeres trimaculatus,Teleostei,NA,NA,halichoeres,italic(Halichoeres trimaculatus),Positive,0.8897294631367394
Halichoeres_trimaculatus,carb_mg_cm2,44,0.08614503433866053,0.5782063850822605,raw,Halichoeres trimaculatus,halichoeres trimaculatus,Teleostei,NA,NA,halichoeres,italic(Halichoeres trimaculatus),Positive,0.8897294631367394
Halichoeres_trimaculatus,growth_vol_b,44,0.04658098784163972,0.7639855461700064,raw,Halichoeres trimaculatus,halichoeres trimaculatus,Teleostei,NA,NA,halichoeres,italic(Halichoeres trimaculatus),Positive,0.9477200653206272
Halichoeres_trimaculatus,protein_mg_cm2,44,0.05123044607069617,0.7412047744233206,raw,Halichoeres trimaculatus,halichoeres trimaculatus,Teleostei,NA,NA,halichoeres,italic(Halichoeres trimaculatus),Positive,0.9373501055927501
Halichoeres_trimaculatus,zoox_cells_cm2,44,0.15947322995355165,0.3011321609709722,raw,Halichoeres trimaculatus,halichoeres trimaculatus,Teleostei,NA,NA,halichoeres,italic(Halichoeres trimaculatus),Positive,0.8020910702812067
Hargeria_rapax,afdw_mg_cm2,44,0.014773247866861794,0.9241729290658203,raw,Hargeria rapax,hargeria rapax,Malacostraca,NA,NA,hargeria,italic(Hargeria rapax),Positive,0.9788438109037493
Hargeria_rapax,carb_mg_cm2,44,-0.22478247636880158,0.1423866402817187,raw,Hargeria rapax,hargeria rapax,Malacostraca,NA,NA,hargeria,italic(Hargeria rapax),Negative,0.764026758442577
Hargeria_rapax,growth_vol_b,44,0.14168116248017934,0.358938043281238,raw,Hargeria rapax,hargeria rapax,Malacostraca,NA,NA,hargeria,italic(Hargeria rapax),Positive,0.8020910702812067
Hargeria_rapax,protein_mg_cm2,44,-0.21279436932704965,0.16549503178253444,raw,Hargeria rapax,hargeria rapax,Malacostraca,NA,NA,hargeria,italic(Hargeria rapax),Negative,0.764026758442577
Hargeria_rapax,zoox_cells_cm2,44,-0.07427783207374895,0.6318090514571775,raw,Hargeria rapax,hargeria rapax,Malacostraca,NA,NA,hargeria,italic(Hargeria rapax),Negative,0.8935646459240517
Harpiliopsis_beaupresii,afdw_mg_cm2,44,0.11435838731178334,0.4598099039619119,raw,Harpiliopsis beaupresii,harpiliopsis beaupresii,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis beaupresii),Positive,0.8897294631367394
Harpiliopsis_beaupresii,carb_mg_cm2,44,-0.04314411314526931,0.780953770400811,raw,Harpiliopsis beaupresii,harpiliopsis beaupresii,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis beaupresii),Negative,0.9484606585257226
Harpiliopsis_beaupresii,growth_vol_b,44,0.2384989633320884,0.11897906640549295,raw,Harpiliopsis beaupresii,harpiliopsis beaupresii,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis beaupresii),Positive,0.764026758442577
Harpiliopsis_beaupresii,protein_mg_cm2,44,-0.08705207694183079,0.5741956546663791,raw,Harpiliopsis beaupresii,harpiliopsis beaupresii,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis beaupresii),Negative,0.8897294631367394
Harpiliopsis_beaupresii,zoox_cells_cm2,44,0.2513783544476886,0.09976315806119507,raw,Harpiliopsis beaupresii,harpiliopsis beaupresii,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis beaupresii),Positive,0.764026758442577
Harpiliopsis_spinigera,afdw_mg_cm2,44,0.08218166476394949,0.5958785970195168,raw,Harpiliopsis spinigera,harpiliopsis spinigera,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis spinigera),Positive,0.8897294631367394
Harpiliopsis_spinigera,carb_mg_cm2,44,0.19938991674462933,0.19442405534931695,raw,Harpiliopsis spinigera,harpiliopsis spinigera,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis spinigera),Positive,0.7674695299352391
Harpiliopsis_spinigera,growth_vol_b,44,0.3243226131225705,0.031728715208871994,raw,Harpiliopsis spinigera,harpiliopsis spinigera,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis spinigera),Positive,0.6605704082354257
Harpiliopsis_spinigera,protein_mg_cm2,44,0.18819428912296504,0.2211903828860542,raw,Harpiliopsis spinigera,harpiliopsis spinigera,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis spinigera),Positive,0.7674695299352391
Harpiliopsis_spinigera,zoox_cells_cm2,44,0.057169515122400046,0.7124227094183532,raw,Harpiliopsis spinigera,harpiliopsis spinigera,Malacostraca,NA,NA,harpiliopsis,italic(Harpiliopsis spinigera),Positive,0.9134939005544624
Luniella_pugil,afdw_mg_cm2,44,-0.23462097796289974,0.1252799679775562,raw,Luniella pugil,luniella pugil,Malacostraca,NA,NA,luniella,italic(Luniella pugil),Negative,0.764026758442577
Luniella_pugil,carb_mg_cm2,44,-0.2628050081147262,0.08479689772064761,raw,Luniella pugil,luniella pugil,Malacostraca,NA,NA,luniella,italic(Luniella pugil),Negative,0.764026758442577
Luniella_pugil,growth_vol_b,44,-0.15667922379154495,0.30978991925066884,raw,Luniella pugil,luniella pugil,Malacostraca,NA,NA,luniella,italic(Luniella pugil),Negative,0.8020910702812067
Luniella_pugil,protein_mg_cm2,44,-0.28760339064118384,0.058352899154735474,raw,Luniella pugil,luniella pugil,Malacostraca,NA,NA,luniella,italic(Luniella pugil),Negative,0.6605704082354257
Luniella_pugil,zoox_cells_cm2,44,-0.14173182062407003,0.35876448909177094,raw,Luniella pugil,luniella pugil,Malacostraca,NA,NA,luniella,italic(Luniella pugil),Negative,0.8020910702812067
Macteola_interrupta,afdw_mg_cm2,44,-0.1321910923120326,0.39234302090058315,raw,Macteola interrupta,macteola interrupta,Gastropoda,NA,NA,macteola,italic(Macteola interrupta),Negative,0.8375862243945034
Macteola_interrupta,carb_mg_cm2,44,-0.214479527341173,0.16209204675602712,raw,Macteola interrupta,macteola interrupta,Gastropoda,NA,NA,macteola,italic(Macteola interrupta),Negative,0.764026758442577
Macteola_interrupta,growth_vol_b,44,-0.1806328979373647,0.24064681829952936,raw,Macteola interrupta,macteola interrupta,Gastropoda,NA,NA,macteola,italic(Macteola interrupta),Negative,0.7749643301171284
Macteola_interrupta,protein_mg_cm2,44,-0.12181803535246584,0.4308562330872928,raw,Macteola interrupta,macteola interrupta,Gastropoda,NA,NA,macteola,italic(Macteola interrupta),Negative,0.8897294631367394
Macteola_interrupta,zoox_cells_cm2,44,-0.03143136700696953,0.8394946674326133,raw,Macteola interrupta,macteola interrupta,Gastropoda,NA,NA,macteola,italic(Macteola interrupta),Negative,0.9692706218002987
Menaethius_monoceros,afdw_mg_cm2,44,-0.22773645878388057,0.13707841690035028,raw,Menaethius monoceros,menaethius monoceros,Malacostraca,NA,NA,menaethius,italic(Menaethius monoceros),Negative,0.764026758442577
Menaethius_monoceros,carb_mg_cm2,44,-0.2582381607627275,0.09055316230137307,raw,Menaethius monoceros,menaethius monoceros,Malacostraca,NA,NA,menaethius,italic(Menaethius monoceros),Negative,0.764026758442577
Menaethius_monoceros,growth_vol_b,44,0.09360830458063951,0.5455902098349144,raw,Menaethius monoceros,menaethius monoceros,Malacostraca,NA,NA,menaethius,italic(Menaethius monoceros),Positive,0.8897294631367394
Menaethius_monoceros,protein_mg_cm2,44,-0.28310771058032663,0.06258035446440875,raw,Menaethius monoceros,menaethius monoceros,Malacostraca,NA,NA,menaethius,italic(Menaethius monoceros),Negative,0.6605704082354257
Menaethius_monoceros,zoox_cells_cm2,44,0.10110400188740072,0.513744835330318,raw,Menaethius monoceros,menaethius monoceros,Malacostraca,NA,NA,menaethius,italic(Menaethius monoceros),Positive,0.8897294631367394
Mitrella_moleculina,afdw_mg_cm2,44,-0.2241757539560027,0.14349547748575292,raw,Mitrella moleculina,mitrella moleculina,Gastropoda,NA,NA,mitrella,italic(Mitrella moleculina),Negative,0.764026758442577
Mitrella_moleculina,carb_mg_cm2,44,-0.19341617839875166,0.20840562683286304,raw,Mitrella moleculina,mitrella moleculina,Gastropoda,NA,NA,mitrella,italic(Mitrella moleculina),Negative,0.7674695299352391
