estimate,std_error,df,statistic,p_value,conf_low,conf_high,n,species,included,direction,p_adj_BH,significant_BH,scenario_id,scenario_type,n_species_condition_scope
-0.0991706654541271,0.2664394960628448,38.80313783003205,-0.37220707485025356,0.7117638189141395,-0.638182846923561,0.43984151601530674,44,Diala albugo,TRUE,negative,0.8212659449009302,FALSE,top_015_by_abundance,ranked_top_N,15
0.19839665308916996,0.09255397864195078,40.66641010089006,2.1435777910388523,0.038097744409149585,0.011433525162483277,0.38535978101585666,44,Fennera chacei,TRUE,positive,0.38097744409149586,FALSE,top_020_by_abundance,ranked_top_N,20
-0.13599336700845124,0.14258405407677882,41.5505340942428,-0.9537768293165615,0.34571268188419424,-0.42383188239196246,0.15184514837505994,44,Galeropsis monodonta,TRUE,negative,0.6045933422010227,FALSE,top_020_by_abundance,ranked_top_N,20
0.21237481813690923,0.12935238357757692,41.88951000417041,1.6418315013850595,0.10811255937304108,-0.04868926089501996,0.4734388971688384,44,Periclimenes watamuae,TRUE,positive,0.46787798834195576,FALSE,top_020_by_abundance,ranked_top_N,20
-0.023161394281729055,0.4863798521604694,41.999647422200454,-0.047619970644029695,0.9622448410655704,-1.0047159186652004,0.9583931301017422,44,Trapezia serenei,TRUE,negative,0.9622448410655704,FALSE,top_020_by_abundance,ranked_top_N,20
0.4545990052723649,0.30761061854179556,39.7894029252458,1.477839118257219,0.14732350735077587,-0.16720776381136,1.0764057743560898,44,Harpiliopsis spinigera,TRUE,positive,0.46787798834195576,FALSE,top_020_by_abundance,ranked_top_N,20
0.453427200510809,0.2513726623400437,41.82174883157117,1.803804742686922,0.07846820668005616,-0.05392743444986048,0.9607818354714784,44,Calcinus latens,TRUE,positive,0.46787798834195576,FALSE,top_020_by_abundance,ranked_top_N,20
0.194296000323678,0.21098900270917478,41.49975994829741,0.920882121005585,0.3624344603920221,-0.2316491558059059,0.6202411564532619,44,Dascyllus aruanus,TRUE,positive,0.6045933422010227,FALSE,top_020_by_abundance,ranked_top_N,20
-0.1937316865202185,0.2662682560123742,41.98717815033504,-0.7275808593241219,0.47090814282826243,-0.7310876435567291,0.343624270516292,44,Paragobiodon modestus,TRUE,negative,0.7244740658896346,FALSE,top_020_by_abundance,ranked_top_N,20
-0.29413757524928447,0.2071465947043923,38.084196489028976,-1.4199488804970812,0.16375729591968452,-0.7134534894894577,0.12517833899088882,44,Apataxia cerithiiformis,TRUE,negative,0.46787798834195576,FALSE,top_020_by_abundance,ranked_top_N,20
-0.34294115573416173,0.2993657032465341,41.06940274549976,-1.145559267528192,0.2586091535586712,-0.9474914326098216,0.26160912114149815,44,Galathea mauritiana,TRUE,negative,0.5746870079081583,FALSE,top_020_by_abundance,ranked_top_N,20
0.020417448262116406,0.23839160222316122,40.60693054687721,0.08564667577091659,0.9321681990045665,-0.4611657289202124,0.5020006254444452,44,Athanas djiboutensis,TRUE,positive,0.9622448410655704,FALSE,top_020_by_abundance,ranked_top_N,20
0.3205959637563025,0.2035238735339375,30.957683369207718,1.5752253442780673,0.12536996046120258,-0.09451671119009308,0.7357086387026981,44,Dascyllus flavicaudus,TRUE,positive,0.46787798834195576,FALSE,top_020_by_abundance,ranked_top_N,20
-0.2791385223850756,0.30303097394479317,38.1644474742103,-0.9211550844169799,0.3627560053206136,-0.8925058636366523,0.3342288188665012,44,Alpheus lottini,TRUE,negative,0.6045933422010227,FALSE,top_020_by_abundance,ranked_top_N,20
-0.2561924703144071,0.6278593699191333,37.68239183267187,-0.40804116747895963,0.6855527409102922,-1.5275792184806887,1.0151942778518743,44,Synalpheus charon,TRUE,negative,0.8897047736426744,FALSE,top_020_by_abundance,ranked_top_N,20
-0.0991706654541271,0.2664394960628448,38.80313783003205,-0.37220707485025356,0.7117638189141395,-0.638182846923561,0.43984151601530674,44,Diala albugo,TRUE,negative,0.8897047736426744,FALSE,top_020_by_abundance,ranked_top_N,20
-0.11977071494734735,0.28691507932594595,41.96451891577674,-0.4174430818649426,0.6784824355376247,-0.6988032910342705,0.4592618611395758,44,Cerithium zebrum,TRUE,negative,0.8897047736426744,FALSE,top_020_by_abundance,ranked_top_N,20
-0.027153645601402984,0.4303104576576113,38.31884299701111,-0.06310245339890984,0.9500129452933352,-0.8980336530736684,0.8437263618708625,44,Chlorodiella barbata,TRUE,negative,0.9622448410655704,FALSE,top_020_by_abundance,ranked_top_N,20
-0.4549277655485518,0.3423042949084123,41.4266662381238,-1.3290156516156868,0.19111650352054202,-1.1460091529236431,0.23615362182653948,44,Hargeria rapax,TRUE,negative,0.47779125880135503,FALSE,top_020_by_abundance,ranked_top_N,20
-0.06958478308143834,0.29696884826780806,40.425207146358304,-0.2343167759423925,0.8159217829583374,-0.66958462109313,0.5304150549302533,44,Diala semistriata,TRUE,negative,0.9599079799509852,FALSE,top_020_by_abundance,ranked_top_N,20
-0.9168362992040319,0.35404347502799755,38.54195911991352,-2.589615015872073,0.013487619502702334,-1.6332290255316253,-0.20044357287643844,44,Luniella pugil,TRUE,negative,0.26975239005404666,FALSE,top_020_by_abundance,ranked_top_N,20
0.19839665308916996,0.09255397864195078,40.66641010089006,2.1435777910388523,0.038097744409149585,0.011433525162483277,0.38535978101585666,44,Fennera chacei,TRUE,positive,0.3174812034095799,FALSE,top_025_by_abundance,ranked_top_N,25
-0.13599336700845124,0.14258405407677882,41.5505340942428,-0.9537768293165615,0.34571268188419424,-0.42383188239196246,0.15184514837505994,44,Galeropsis monodonta,TRUE,negative,0.6477785809296671,FALSE,top_025_by_abundance,ranked_top_N,25
0.21237481813690923,0.12935238357757692,41.88951000417041,1.6418315013850595,0.10811255937304108,-0.04868926089501996,0.4734388971688384,44,Periclimenes watamuae,TRUE,positive,0.4477498587900092,FALSE,top_025_by_abundance,ranked_top_N,25
-0.023161394281729055,0.4863798521604694,41.999647422200454,-0.047619970644029695,0.9622448410655704,-1.0047159186652004,0.9583931301017422,44,Trapezia serenei,TRUE,negative,0.9622448410655704,FALSE,top_025_by_abundance,ranked_top_N,25
0.4545990052723649,0.30761061854179556,39.7894029252458,1.477839118257219,0.14732350735077587,-0.16720776381136,1.0764057743560898,44,Harpiliopsis spinigera,TRUE,positive,0.4548813775546792,FALSE,top_025_by_abundance,ranked_top_N,25
0.453427200510809,0.2513726623400437,41.82174883157117,1.803804742686922,0.07846820668005616,-0.05392743444986048,0.9607818354714784,44,Calcinus latens,TRUE,positive,0.4477498587900092,FALSE,top_025_by_abundance,ranked_top_N,25
0.194296000323678,0.21098900270917478,41.49975994829741,0.920882121005585,0.3624344603920221,-0.2316491558059059,0.6202411564532619,44,Dascyllus aruanus,TRUE,positive,0.6477785809296671,FALSE,top_025_by_abundance,ranked_top_N,25
-0.1937316865202185,0.2662682560123742,41.98717815033504,-0.7275808593241219,0.47090814282826243,-0.7310876435567291,0.343624270516292,44,Paragobiodon modestus,TRUE,negative,0.7357939731691601,FALSE,top_025_by_abundance,ranked_top_N,25
-0.29413757524928447,0.2071465947043923,38.084196489028976,-1.4199488804970812,0.16375729591968452,-0.7134534894894577,0.12517833899088882,44,Apataxia cerithiiformis,TRUE,negative,0.4548813775546792,FALSE,top_025_by_abundance,ranked_top_N,25
-0.34294115573416173,0.2993657032465341,41.06940274549976,-1.145559267528192,0.2586091535586712,-0.9474914326098216,0.26160912114149815,44,Galathea mauritiana,TRUE,negative,0.5877480762697074,FALSE,top_025_by_abundance,ranked_top_N,25
0.020417448262116406,0.23839160222316122,40.60693054687721,0.08564667577091659,0.9321681990045665,-0.4611657289202124,0.5020006254444452,44,Athanas djiboutensis,TRUE,positive,0.9622448410655704,FALSE,top_025_by_abundance,ranked_top_N,25
0.3205959637563025,0.2035238735339375,30.957683369207718,1.5752253442780673,0.12536996046120258,-0.09451671119009308,0.7357086387026981,44,Dascyllus flavicaudus,TRUE,positive,0.4477498587900092,FALSE,top_025_by_abundance,ranked_top_N,25
-0.2791385223850756,0.30303097394479317,38.1644474742103,-0.9211550844169799,0.3627560053206136,-0.8925058636366523,0.3342288188665012,44,Alpheus lottini,TRUE,negative,0.6477785809296671,FALSE,top_025_by_abundance,ranked_top_N,25
-0.2561924703144071,0.6278593699191333,37.68239183267187,-0.40804116747895963,0.6855527409102922,-1.5275792184806887,1.0151942778518743,44,Synalpheus charon,TRUE,negative,0.8897047736426744,FALSE,top_025_by_abundance,ranked_top_N,25
-0.0991706654541271,0.2664394960628448,38.80313783003205,-0.37220707485025356,0.7117638189141395,-0.638182846923561,0.43984151601530674,44,Diala albugo,TRUE,negative,0.8897047736426744,FALSE,top_025_by_abundance,ranked_top_N,25
-0.11977071494734735,0.28691507932594595,41.96451891577674,-0.4174430818649426,0.6784824355376247,-0.6988032910342705,0.4592618611395758,44,Cerithium zebrum,TRUE,negative,0.8897047736426744,FALSE,top_025_by_abundance,ranked_top_N,25
-0.027153645601402984,0.4303104576576113,38.31884299701111,-0.06310245339890984,0.9500129452933352,-0.8980336530736684,0.8437263618708625,44,Chlorodiella barbata,TRUE,negative,0.9622448410655704,FALSE,top_025_by_abundance,ranked_top_N,25
-0.4549277655485518,0.3423042949084123,41.4266662381238,-1.3290156516156868,0.19111650352054202,-1.1460091529236431,0.23615362182653948,44,Hargeria rapax,TRUE,negative,0.47779125880135503,FALSE,top_025_by_abundance,ranked_top_N,25
-0.06958478308143834,0.29696884826780806,40.425207146358304,-0.2343167759423925,0.8159217829583374,-0.66958462109313,0.5304150549302533,44,Diala semistriata,TRUE,negative,0.927183844270838,FALSE,top_025_by_abundance,ranked_top_N,25
-0.9168362992040319,0.35404347502799755,38.54195911991352,-2.589615015872073,0.013487619502702334,-1.6332290255316253,-0.20044357287643844,44,Luniella pugil,TRUE,negative,0.1685952437837792,FALSE,top_025_by_abundance,ranked_top_N,25
-0.34132576711190454,0.42706803026352697,38.002577876170015,-0.7992304338521564,0.4291240681370463,-1.2058778692514163,0.5232263350276073,44,Mitrella moleculina,TRUE,negative,0.7152067802284106,FALSE,top_025_by_abundance,ranked_top_N,25
0.26346233083704845,0.43543792043528445,40.957195169527004,0.6050514171427215,0.5484827447073422,-0.6159503014207828,1.1428749630948796,44,Strigatella assimilis,TRUE,positive,0.8065922716284444,FALSE,top_025_by_abundance,ranked_top_N,25
-0.6668296744326074,0.4060969026962222,41.164663318991764,-1.6420457038832048,0.10819943864702797,-1.4868593894075535,0.1532000405423386,44,Menaethius monoceros,TRUE,negative,0.4477498587900092,FALSE,top_025_by_abundance,ranked_top_N,25
0.09704277147612866,0.39901596860630484,39.01810931972945,0.24320523265041902,0.8091205072767421,-0.7100312287036741,0.9041167716559315,44,Harpiliopsis beaupresii,TRUE,positive,0.927183844270838,FALSE,top_025_by_abundance,ranked_top_N,25
1.422151275487304,0.3942333082335593,40.08555259594345,3.60738488043929,8.479723820138816e-4,0.6254290065282301,2.218873544446378,44,Caracanthus maculatus,TRUE,positive,0.02119930955034704,TRUE,top_025_by_abundance,ranked_top_N,25
0.19839665308916996,0.09255397864195078,40.66641010089006,2.1435777910388523,0.038097744409149585,0.011433525162483277,0.38535978101585666,44,Fennera chacei,TRUE,positive,0.38097744409149586,FALSE,top_030_by_abundance,ranked_top_N,30
-0.13599336700845124,0.14258405407677882,41.5505340942428,-0.9537768293165615,0.34571268188419424,-0.42383188239196246,0.15184514837505994,44,Galeropsis monodonta,TRUE,negative,0.7255120106412272,FALSE,top_030_by_abundance,ranked_top_N,30
0.21237481813690923,0.12935238357757692,41.88951000417041,1.6418315013850595,0.10811255937304108,-0.04868926089501996,0.4734388971688384,44,Periclimenes watamuae,TRUE,positive,0.47013735172950966,FALSE,top_030_by_abundance,ranked_top_N,30
-0.023161394281729055,0.4863798521604694,41.999647422200454,-0.047619970644029695,0.9622448410655704,-1.0047159186652004,0.9583931301017422,44,Trapezia serenei,TRUE,negative,0.9622448410655704,FALSE,top_030_by_abundance,ranked_top_N,30
0.4545990052723649,0.30761061854179556,39.7894029252458,1.477839118257219,0.14732350735077587,-0.16720776381136,1.0764057743560898,44,Harpiliopsis spinigera,TRUE,positive,0.4910783578359196,FALSE,top_030_by_abundance,ranked_top_N,30
0.453427200510809,0.2513726623400437,41.82174883157117,1.803804742686922,0.07846820668005616,-0.05392743444986048,0.9607818354714784,44,Calcinus latens,TRUE,positive,0.47013735172950966,FALSE,top_030_by_abundance,ranked_top_N,30
0.194296000323678,0.21098900270917478,41.49975994829741,0.920882121005585,0.3624344603920221,-0.2316491558059059,0.6202411564532619,44,Dascyllus aruanus,TRUE,positive,0.7255120106412272,FALSE,top_030_by_abundance,ranked_top_N,30
-0.1937316865202185,0.2662682560123742,41.98717815033504,-0.7275808593241219,0.47090814282826243,-0.7310876435567291,0.343624270516292,44,Paragobiodon modestus,TRUE,negative,0.8310143696969337,FALSE,top_030_by_abundance,ranked_top_N,30
-0.29413757524928447,0.2071465947043923,38.084196489028976,-1.4199488804970812,0.16375729591968452,-0.7134534894894577,0.12517833899088882,44,Apataxia cerithiiformis,TRUE,negative,0.49127188775905356,FALSE,top_030_by_abundance,ranked_top_N,30
-0.34294115573416173,0.2993657032465341,41.06940274549976,-1.145559267528192,0.2586091535586712,-0.9474914326098216,0.26160912114149815,44,Galathea mauritiana,TRUE,negative,0.646522883896678,FALSE,top_030_by_abundance,ranked_top_N,30
0.020417448262116406,0.23839160222316122,40.60693054687721,0.08564667577091659,0.9321681990045665,-0.4611657289202124,0.5020006254444452,44,Athanas djiboutensis,TRUE,positive,0.9622448410655704,FALSE,top_030_by_abundance,ranked_top_N,30
0.3205959637563025,0.2035238735339375,30.957683369207718,1.5752253442780673,0.12536996046120258,-0.09451671119009308,0.7357086387026981,44,Dascyllus flavicaudus,TRUE,positive,0.47013735172950966,FALSE,top_030_by_abundance,ranked_top_N,30
-0.2791385223850756,0.30303097394479317,38.1644474742103,-0.9211550844169799,0.3627560053206136,-0.8925058636366523,0.3342288188665012,44,Alpheus lottini,TRUE,negative,0.7255120106412272,FALSE,top_030_by_abundance,ranked_top_N,30
-0.2561924703144071,0.6278593699191333,37.68239183267187,-0.40804116747895963,0.6855527409102922,-1.5275792184806887,1.0151942778518743,44,Synalpheus charon,TRUE,negative,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
-0.0991706654541271,0.2664394960628448,38.80313783003205,-0.37220707485025356,0.7117638189141395,-0.638182846923561,0.43984151601530674,44,Diala albugo,TRUE,negative,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
-0.11977071494734735,0.28691507932594595,41.96451891577674,-0.4174430818649426,0.6784824355376247,-0.6988032910342705,0.4592618611395758,44,Cerithium zebrum,TRUE,negative,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
-0.027153645601402984,0.4303104576576113,38.31884299701111,-0.06310245339890984,0.9500129452933352,-0.8980336530736684,0.8437263618708625,44,Chlorodiella barbata,TRUE,negative,0.9622448410655704,FALSE,top_030_by_abundance,ranked_top_N,30
-0.4549277655485518,0.3423042949084123,41.4266662381238,-1.3290156516156868,0.19111650352054202,-1.1460091529236431,0.23615362182653948,44,Hargeria rapax,TRUE,negative,0.5212268277832964,FALSE,top_030_by_abundance,ranked_top_N,30
-0.06958478308143834,0.29696884826780806,40.425207146358304,-0.2343167759423925,0.8159217829583374,-0.66958462109313,0.5304150549302533,44,Diala semistriata,TRUE,negative,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
-0.9168362992040319,0.35404347502799755,38.54195911991352,-2.589615015872073,0.013487619502702334,-1.6332290255316253,-0.20044357287643844,44,Luniella pugil,TRUE,negative,0.202314292540535,FALSE,top_030_by_abundance,ranked_top_N,30
-0.34132576711190454,0.42706803026352697,38.002577876170015,-0.7992304338521564,0.4291240681370463,-1.2058778692514163,0.5232263350276073,44,Mitrella moleculina,TRUE,negative,0.8046076277569618,FALSE,top_030_by_abundance,ranked_top_N,30
0.26346233083704845,0.43543792043528445,40.957195169527004,0.6050514171427215,0.5484827447073422,-0.6159503014207828,1.1428749630948796,44,Strigatella assimilis,TRUE,positive,0.9141379078455703,FALSE,top_030_by_abundance,ranked_top_N,30
-0.6668296744326074,0.4060969026962222,41.164663318991764,-1.6420457038832048,0.10819943864702797,-1.4868593894075535,0.1532000405423386,44,Menaethius monoceros,TRUE,negative,0.47013735172950966,FALSE,top_030_by_abundance,ranked_top_N,30
0.09704277147612866,0.39901596860630484,39.01810931972945,0.24320523265041902,0.8091205072767421,-0.7100312287036741,0.9041167716559315,44,Harpiliopsis beaupresii,TRUE,positive,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
1.422151275487304,0.3942333082335593,40.08555259594345,3.60738488043929,8.479723820138816e-4,0.6254290065282301,2.218873544446378,44,Caracanthus maculatus,TRUE,positive,0.025439171460416448,TRUE,top_030_by_abundance,ranked_top_N,30
0.13307793325593925,0.4078156416730846,35.23044877628899,0.32631885503454505,0.7461137511684801,-0.6946382888471945,0.9607941553590731,44,Morula zebrina,TRUE,positive,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
-0.0859042157706125,0.389972759517212,34.86895308237687,-0.22028260609013384,0.8269357419224463,-0.8776973813264113,0.7058889497851863,44,Carinomitra typha,TRUE,negative,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
-0.1850897414489964,0.38241687134891983,33.64147243307473,-0.48399993649892925,0.6315218387487955,-0.9625595208995779,0.5923800380015851,44,Pascula muricata,TRUE,negative,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
-0.7396838216307196,0.4582202396420536,32.35154220284575,-1.6142539277805275,0.11618522541750365,-1.672650301174352,0.19328265791291288,44,Coralliogalathea humilis,TRUE,negative,0.47013735172950966,FALSE,top_030_by_abundance,ranked_top_N,30
-0.14616985621106174,0.4723947348956756,40.930834007234225,-0.30942312734146393,0.7585694370901134,-1.100239339101377,0.8078996266792534,44,Stomatolina rubra,TRUE,negative,0.9188174910249404,FALSE,top_030_by_abundance,ranked_top_N,30
0.19839665308916996,0.09255397864195078,40.66641010089006,2.1435777910388523,0.038097744409149585,0.011433525162483277,0.38535978101585666,44,Fennera chacei,TRUE,positive,0.40141536404692385,FALSE,top_038_by_abundance,ranked_top_N,38
-0.13599336700845124,0.14258405407677882,41.5505340942428,-0.9537768293165615,0.34571268188419424,-0.42383188239196246,0.15184514837505994,44,Galeropsis monodonta,TRUE,negative,0.7658182334546287,FALSE,top_038_by_abundance,ranked_top_N,38
0.21237481813690923,0.12935238357757692,41.88951000417041,1.6418315013850595,0.10811255937304108,-0.04868926089501996,0.4734388971688384,44,Periclimenes watamuae,TRUE,positive,0.5293398330584109,FALSE,top_038_by_abundance,ranked_top_N,38
-0.023161394281729055,0.4863798521604694,41.999647422200454,-0.047619970644029695,0.9622448410655704,-1.0047159186652004,0.9583931301017422,44,Trapezia serenei,TRUE,negative,0.9622448410655704,FALSE,top_038_by_abundance,ranked_top_N,38
0.4545990052723649,0.30761061854179556,39.7894029252458,1.477839118257219,0.14732350735077587,-0.16720776381136,1.0764057743560898,44,Harpiliopsis spinigera,TRUE,positive,0.5598293279329483,FALSE,top_038_by_abundance,ranked_top_N,38
0.453427200510809,0.2513726623400437,41.82174883157117,1.803804742686922,0.07846820668005616,-0.05392743444986048,0.9607818354714784,44,Calcinus latens,TRUE,positive,0.5293398330584109,FALSE,top_038_by_abundance,ranked_top_N,38
0.194296000323678,0.21098900270917478,41.49975994829741,0.920882121005585,0.3624344603920221,-0.2316491558059059,0.6202411564532619,44,Dascyllus aruanus,TRUE,positive,0.7658182334546287,FALSE,top_038_by_abundance,ranked_top_N,38
-0.1937316865202185,0.2662682560123742,41.98717815033504,-0.7275808593241219,0.47090814282826243,-0.7310876435567291,0.343624270516292,44,Paragobiodon modestus,TRUE,negative,0.8336288836681933,FALSE,top_038_by_abundance,ranked_top_N,38
-0.29413757524928447,0.2071465947043923,38.084196489028976,-1.4199488804970812,0.16375729591968452,-0.7134534894894577,0.12517833899088882,44,Apataxia cerithiiformis,TRUE,negative,0.5657070222680011,FALSE,top_038_by_abundance,ranked_top_N,38
-0.34294115573416173,0.2993657032465341,41.06940274549976,-1.145559267528192,0.2586091535586712,-0.9474914326098216,0.26160912114149815,44,Galathea mauritiana,TRUE,negative,0.6551431890153003,FALSE,top_038_by_abundance,ranked_top_N,38
0.020417448262116406,0.23839160222316122,40.60693054687721,0.08564667577091659,0.9321681990045665,-0.4611657289202124,0.5020006254444452,44,Athanas djiboutensis,TRUE,positive,0.9622448410655704,FALSE,top_038_by_abundance,ranked_top_N,38
0.3205959637563025,0.2035238735339375,30.957683369207718,1.5752253442780673,0.12536996046120258,-0.09451671119009308,0.7357086387026981,44,Dascyllus flavicaudus,TRUE,positive,0.5293398330584109,FALSE,top_038_by_abundance,ranked_top_N,38
